Vendor_Formal_Name,Contact_Name,certification,Cert_Renewal_Date,Ethnicity,Address1,Address2,City,Borough,State,ZIP,MailingAddress1,MailingAddress2,MailingCity,MailingState,MailingZip,Website,Date_Of_Establishment,Aggregate_Bonding_Limit,Signatory_To_Union_Contracts,Business_Description,Goods_Materials_Suplier,Types_of_Construction_Projects,Job_Exp1_Name_of_Client,Job_Exp1_Value_of_Contract,Job_Exp1_Percent_Self_Performed,DATEOFJOB1,EXPERIENCE1,Job_Exp2_Name_of_Client,Job_Exp2_Value_of_Contract,Job_Exp2_Percent_Self_Performed,DATEOFJOB2,EXPERIENCE2,Job_Exp3_Name_of_Client,Job_Exp3_Value_of_Contract,Job_Exp3_Percent_Self_Performed,DATEOFJOB3,EXPERIENCE3,Job_Exp4_Name_of_Client,Job_Exp4_Value_of_Contract,,DATEOFJOB4,EXPERIENCE4
"Perimeter Security, Inc.",Richard Raghnal,MBE,10/31/2017,ASIAN,2390 Palisades Avenue,Suite #6J,Bronx,Bronx,NY,10463,,,,New York,,http://www.perimetersecurityinc.com,6/18/2001,,,"Perimeter security provides qualified and licensed security guards for access control. We specialize in factories, residential and construction sites.",,,Astoria Energy Plant,0,,10-11-2007,Provide security officers for acess control and main gate of plant.,Steinway and Sons Pianos,0,,,Provide security officers for acess control and a rover during non-work hours.,Japanese Ambassadors Residence,0,,10-11-2007,Watch and secure the outside of the Japanese Ambassadors residence in N.Y.C.,Skanska USA,2700000,,1/17/2013,"Interior restoration, exterior restoration of masonry, roof replacement, window replacement"
"Lavanderia Express IV, Inc.",Jose Almonte,MBE,11/29/2022,HISPANIC,756 St Anns Avenue,,Bronx,Bronx,NY,11456,476 Seneca Avenue,,Ridgewood,New York,11385,,7/16/2003,,,"Laundry Service. Sells- soaps, washing service.",,,Westchester Point LLC,0,100,01-01-2017,Installed Laundry Equipment,Westchester Point LLC,0,100,01-01-2017,Installed Laundry Equipment,Sutter Avenue Associates LlC,0,100,01-01-2017,Installed Laundry Equipment,,0,,,
Vibranalysis Inc.,Natalia Mendez,WBE,,NON-MINORITY,79 Alexander Ave,6th Floor,Bronx,Bronx,NY,10454,79 Alexander Ave,6th Floor,Bronx,New York,10454,http://www.vibranalysisinc.com,5/14/1986,,,Geotechnical implementation; pre & post photo inspection-crack gauge monitoring; vibration monitoring; tilt monitoring; settlement.,No,"Building Construction (non-Residential); Residential Building Construction; Bridge and/or Roadways; Site work, i.e. Parks",VC Realty,0,,01-01-2014,Gei tcc montoring,KSK Construction,0,,01-01-2015,Grotech montoring,Triangle Equaties,0,,01-01-2015,Geo Technical,VC Realty,0,,,
Citywide Telecommunications Corp.,Stephanie Badillo,MBE,1/30/2023,HISPANIC,2626 Halperin Ave,,Bronx,Bronx,NY,10475,2626 Halperin Ave,,Bronx,New York,10461,http://www.urbantel.com,09-01-2004,,,"Telecommunications services, telephone services, telephone installation, moves, cable construction, cable installation, and maintenance.",No,Building Construction (non-Residential); Residential Building Construction,Net Technology,0,,04-02-2017,Store Remodel - New Cabling Entire Store,Granite,0,,02-10-2017,"Install (94)customer provided cabling for data ( printers, computers, phones etc.). All cables will be terminated on 568b configuration. Cables will be tested , labeled",GTL,0,,05-03-2017,"Install 43 APs, 46 Flex Plates, Counduit and 96 data cables.",,0,,,
CodeNYC LLC,Nina Cochran,"MBE,WBE",11/29/2022;11/29/2022,BLACK,800 Concourse Village West,Apt. 18M,Bronx,Bronx,NY,10451,800 Concourse Village West,Apt. 18M,Bronx,New York,10451,https://www.codenyc.net,12/22/2011,,,"My company is a creative design business that offers website design, logo creations and promotional design for local business and some outer region clients- such as upper New York & Connecticut.",,,Niles Advertising,0,100,6/28/2017,redesign clients website,Brain Institute of America,0,100,3/23/2017,logo design,Myra Ford,0,100,07-11-2017,website design,Niles Advertising,0,,,
A-I Transit Mix Inc.,Frankie Gentile,MBE,1/30/2023,HISPANIC,3512 Heathcote Avenue,,Bronx,Bronx,NY,10475,3512 Heathcote Avenue,,Bronx,New York,10475,http://www.A1transitmix.com,01-01-1994,,,"The company manufacture concrete from Portland cement, sand and coarse gravel. The company deliver wet concrete to NYC and lower Westchester and Long Island.",,,Con Serv Construction,0,,12-01-2012,Ready mix,C&L Constuction,0,,12-01-2012,Ready mix,Galaxy General,0,,12-01-2012,Ready mix,,0,,,
"Cara Construction Management, Inc.",Celeste Ramirez,"MBE,WBE",03/31/2018;03/31/2018,HISPANIC,199 Lincoln Avenue,Suite 205,Bronx,Bronx,NY,10454,199 Lincoln Avenue,Suite 205,Bronx,New York,10454,http://www.caracm.com,03-10-2004,,,"Services include: -Project Management -Training -Contract Administration -NYC DOB, DOT, DEP, FDNY -Staffing services",,,NYC SCA,0,,01-01-2007,"Day to day support to the program manager, trained field and office staff",Lizardos Engineering,20000,,01-01-2009,Prepared the required documents/technical forms fo review by the Plan Examiner,Applied Projects Inc.,47000,,01-01-2009,Services include filling and obtaining DOT permits on behalf of the contractor and owner,,0,,,
"Hope And Victory Evolves, (H.A.V.E.) LLC",Carrie Taft,"MBE,WBE",01/30/2021;01/30/2021,BLACK,1500 Boston Road,#48,Bronx,Bronx,NY,10460,1500 Boston Road,#48,Bronx,New York,10460,,06-11-2013,,,"Provide consultations, referrals, advocacy and short-term case management services. Consulting services.",,,Francie Floyd,30,100,7/13/2015,Assesment development service refrences,Thomas Davis,30,100,12/19/2013,Assesment development service refrences,,0,,,,,0,,,
"Serene Elegance By Niambi, LLC",Niambi Smith,"MBE,WBE",08/30/2022;08/30/2022,BLACK,1844 Patterson Ave.,,Bronx,Bronx,NY,10473,1844 Patterson Ave.,,Bronx,New York,10473,http://www.sereneelegance.sebn511.com,7/23/2012,,,"Serene Elegance by Niambi LLC is a service based holistic life coaching clinic. We specialize in lifestyle and executive business coaching services, alternative health wellness and fitness programs and beauty enhancement treatments along with natural organic products for internal and external uses. By combining these services, treatments and products we are able to assist each client with a more accurate and tailored agenda to ensure a productive and healthier lifestyle change.",,,Frantz Farnolte,30.97,100,6/19/2017,Healing Ambiance Set,Demetrise Daniels-Foster,40,100,6/14/2017,Natural Beauty Products,,0,,,,,0,,,
"Triumph Security Services, Inc.",Anastasia Ojo,MBE,12/30/2019,BLACK,127 White Plains Road,,Bronx,Bronx,NY,10473,127 White Plains Road,,Bronx,New York,10473,http://www.triumphsecurityservices.com,3/25/2011,100000,,Provide security guard services.,,,Michael Owusu,60,100,01-01-2014,Provided security services to control crowd,,0,,,,,0,,,,,0,,,
"L Wright Co., LLC",Lavera Wright,"MBE,WBE",10/30/2019;10/30/2019,BLACK,400 East Fordham Road,7th Floor,Bronx,Bronx,NY,10458,165 N Old Orchard Lane # 220,7th Floor,Lewisville,New York,75067,http://www.lwrightcollc.com,5/14/2013,,,"Our services include credit report management, financial budgeting, tax preparation, financial advisor serving workshops, accounting service and training seminar on financial management.",,,Pitney Bowes,60,,03-01-2014,"L. Wright Co., LLC leae a postage meter from Pitney Bowes and pay a monthly fee.",Yelp,500,,01-01-2014,"Marketing tool for L. Wright Co, LLC and Host the company professional video shoot.",Go dadduy,632,,08-01-2014,"Go daddy Hosting L. Wright Co, LLC website for two years.",,0,,,
Sincerely Professional Services,Michele Urena,"MBE,WBE",07/30/2020;07/30/2020,HISPANIC,1410 Rowland Street Apt 1D,Apt 1D,Bronx,Bronx,NY,10461,1410 Rowland Street Apt 1D,Apt 1D,Bronx,New York,10461,http://sincprofservices.wix.com/sincerelyprofsrvcs,12/27/2012,,,"Sincerely Professional Services is a company established to educate and help the community. We offer services such as Income Tax Preparation, Immigration Services, Employment Assistance, Translation Services (English/Spanish), and Notary Public at affordable prices. We provide services in English and Spanish. Se Habla Espa̱ol.",,,Alex Negron,67.5,100,3/22/2014,Tax Preparation Services.,Yisebel Acevedo,121.07,100,02-12-2015,Tax Preparation Services.,Julia Villa,125,100,02-10-2015,Tax Preparation Services.,,0,,7/24/2013,"Library upgrade: ceiling, floor, built shelves, patch, plaster and paint."
Building Safer Communities LLC,Jemere Heyward,"MBE,WBE",02/28/2021;02/28/2021,BLACK,2364 Crotona Avenue,#2,Bronx,Bronx,NY,10458,2364 Crotona Avenue,#2,Bronx,New York,10458,http://buildingsafercommunities.com,09-03-2015,,,"Building Safer Communities LLC provides prevention, intervention, educations and training services in the areas of ,but not limited to, domestic violence, driving under the influence of drugs and or alcohol, nurturing parenting, recovery coach and recovery coach training as well as Live internet radio to discuss services and resources for the community",,,The Resource Training Center,72,100,06-08-2015,Manhattan DDP Instructor,The Resource Training Center,72,100,07-01-2015,Staten Island DDP Instructor,The Resource Training Center,500,,06-08-2015,NYS DDP Instructor for the drunk drivers program,The Resource Training Center,1000,,,
"Roman and Roman Cleaning Services, Inc.",Jessica Marcano,"MBE,WBE",03/30/2021;03/30/2021,HISPANIC,4745 Matilda Avenue,,Bronx,Bronx,NY,10470,4745 Matilda Avenue,,Bronx,New York,10470,http://www.randrcleaning.com,12-03-2013,,,"Roman and Roman Cleaning Services is an Eco-friendly, pet-friendly commercial and residential cleaning company.",,,Natasha Tellier,80,100,09-01-2015,"General house cleaning of one bedroom, one bathroom apartment.",Juliet Duggins,150,100,07-01-2014,"Deep cleaning and organization of a three bedroom, one bathroom, living room, kitchen and basement.",Riverside Interior Corp.,15000,100,08-01-2014,"Post-construction clean-up of a 5,000 Sqft building.",,0,,,
Intensity Enterprise LLC,Noel Rosario,MBE,5/30/2021,HISPANIC,2352 Aqueduct Avenue,,Bronx,Bronx,NY,10468,2352 Aqueduct Avenue,,Bronx,New York,10468,,10/19/2015,10000,,we provide commercial cleaning services to all businesses. We provide ALL cleaning needs.,,,Facility Source,95.83,100,12-07-2015,"Autoscrub & burnish - scrape to remove gum and scuffs, use auto scrubber, burnish and mop.",Facility Source,766.64,100,3/16/2016,"Annual strip & wax - remove all existing wax, scrub floors and rewax.",Facility Source,387.87,100,2/20/2016,"High Dusting - remove dust from ceiling, vacuum, dust vents & light fixtures.",,0,,07-01-2013,Horizontal and Vertical enlargement of story residential building to 5 1/2 story mixed use building
Care Takers Executive Cleaning Service LLC,Edwin McIntyre,MBE,12/30/2021,BLACK,640 Adee Avenue,14E,Bronx,Bronx,NY,10467,640 Adee Avenue,14E,Bronx,New York,10467,,11/14/2012,,,"Provide cleaning services for office, industrial & commercial buildings.",,,DDI outpatient Radiologly,100,,01-01-2015,Cleaning,,0,,,,,0,,,,,0,,,
A-Eco Clean Environment LLC,Arthur Williams,"MBE,LBE",08/30/2019;08/30/2019,BLACK,917 Harding Park,,Bronx,Bronx,NY,10473,917 Harding Park,,Bronx,New York,10473,http://www.aecenvironment.com,11/16/2009,,,We are a minority owned Pest Control and Janitorial services business,,,MTA-EE Cruz/Tully JV,100,100,08-01-2012,Pest Control,MTA-Yonkers Contract Co.,50,100,07-01-2013,Pest Control/Janitorial,MTA-Tutor Perini,50,100,10-01-2012,Pest Control,NYS-Tappan Zee Constructors,100,,,
"4 Points Security Group, Inc.",Ajibola Abiola,MBE,7/30/2022,BLACK,1564 Unionport Road,#7G,Bronx,Bronx,NY,10462,1564 Unionport Road,#7G,Bronx,New York,10462,http://www.4pointssecurity.com,05-03-2016,,,"Primarily engaged in security, watch guard and patrol services.",,,Security Resources Inc.,112,100,3/14/2017,"Provide security services, and monitoring of store activities to protect store from theft.",Security Resources,576,100,03-09-2017,Provide security service and observed and watched store's construction workers to avoid vandalism/theft.,Security Resources,168,100,01-12-2017,Provide security services to make sure that store's goods are not stolen.,,0,,,
Water Day Care,Yris Valdez,"MBE,WBE",01/30/2020;01/30/2020,HISPANIC,2125 Bathgate Avenue,1st Floor,Bronx,Bronx,NY,10457,2125 Bathgate Avenue,1st Flooor,Bronx,New York,10457,,05-03-2010,,UFT Provider's 2,"Water Day Care is a daycare that provides different services to children in the community for example; early childhoo education, afterschool program. Water Day Care reinforce the children learning skills and lessons.",,,Binton Kouronma,115,100,12-01-2013,Provide Day Care Services for Aminata Camara,Lilian Alvares,200,100,12-01-2012,Provide day care and camp. services to Jahir Duran,Emperatriz,115,100,12-01-2012,Provide day care services for Alexander,,0,,,
Skyway Expo Inc.,Stefanie Rodriguez,MBE,12/30/2021,HISPANIC,"150 W. 174th St,",14C,Bronx,Bronx,NY,10453,"150 W. 174th St,",14C,Bronx,New York,10453,,04-06-2015,,,"Skyway Expo Inc. provides on demand moving logistics services for local residents and business needs. We will pack, ship and move your personal and/or office goods throughout the NYC tristate area. Our # 1 goal is customer satisfaction and transportation of goods on demand. Your moving and logistics experience should be a breeze.",,,American Expediting,123,100,05-01-2016,Delivered surgical solutions item.,XPO Logistics,1350,100,06-01-2016,Delivered electronics to NYC area.,XPO Logistics,2000,100,03-01-2016,Delivered electronics to NYC area.,XPO Logistics,2250,,,
"The Business Emporium, LLC",Cynthia Jones,"MBE,WBE",04/29/2020;04/29/2020,BLACK,778 Morris Park Avenue,,Bronx,Bronx,NY,10462,280 Longstreet Avenue,,Bronx,New York,10462,http://www.thebizemporium.com,4/23/2013,,,"Shipping(USPS, Federal Express, DHL) Mailbox Rentals, Photocopying, Digital (DVD Conversion),  Key Duplicating, FAxing, Sale of Rental Items, Passport Photos, Document Preparation Services.",,,Robert Givens,125,100,02-10-2015,Rented a mailbox to this customer,Hand Group,234,100,1/20/2015,Packed and shipped electronic glass to China,Hand Group,109.51,100,2/24/2015,Packed and shipped electronic glass to China,,0,,,
"Pro Printing NY.COM, Inc.",Leo Marte,MBE,8/30/2020,HISPANIC,2961 Ely Avenue,Basement,Bronx,Bronx,NY,10469,2961 Ely Avenue,Basement,Bronx,New York,10469,http://www.proprintingny.com,10-10-2003,,,"Printing company producing all prints, UV, high gloss, large format, embossing, debossing, cuts, stickers and banners.  Pro Printing is capable of handling high volumes of all sorts of custom work that will help advance your company's marketing efforts.",,,New Life Outreach,150,100,10-01-2014,5000 4 x 6 glossy postcards,Street Pixels,94,100,10-01-2014,Executive business card order & 5000 3 x 4 non uv postcards,New Life Outreach,150,100,10-01-2014,5000 4 x 6 glossy postcards,,0,,,
M.W. Loving You Enterprise,Michael Watkins,MBE,11/30/2018,BLACK,1470 West Avenue,Suite #4F,Bronx,Bronx,NY,10462,1470 West Avenue,Suite #4F,Bronx,New York,10462,,05-06-2008,,,"Retail business selling specialized t-shirts, base ball caps, and other accessories featuring positive messages and quotations.",,,ALL Closeout & Variety,157.5,,05-01-2013,"Consignment of 21 packages of tshirt, baseball caps, & tote bags.",Laura Johnson,100,,07-01-2013,Sale of five T-Shirts,Gerald Rassberry,40,,07-01-2013,Sale of poster & two Baseball Cap & T-Shirt,,0,,,
A&A Solutions Center Inc.,Jacinto De LaCruz,"MBE,WBE",01/31/2019;01/31/2019,HISPANIC,825 Cauldwell Avenue,Suite 1B,Bronx,Bronx,NY,10456,825 Cauldwell Avenue,Suite 1B,Bronx,New York,10456,,01-03-2012,,,"Prepare simple to complex tax returns for individuals. Ensure acccurate and complete returns are filed on time. Advise about potential tax liabilities, and changes in rules and regulations.",,,Rosemary Jimenez,160,,03-01-2012,Individual Income Tax Preparation,Colin Baer Eneuts,125,,03-04-2012,Individual Income Tax Preparation,Mariela Ceido,125,,02-01-2013,Individual Income Tax Preparation,,0,,06-01-2009,Access Control Security Patrol All Security Off. Must be Armed & Licensed by NYS in Addition must be Trained in Maritime Security (USCG) & Possess a Valid TWIC Card.
TIGHTSEAL CONSTRUCTION INC.,MICHAEL DICKERSON,MBE,4/29/2021,BLACK,2800 Bruckner Blvd.,Suite 201,Bronx,Bronx,NY,10465,2800 BRUCKNER BLVD.,Suite 201,BRONX,New York,10465,http://tightsealconstruction.com,10/30/2000,,,"SPECIALIZING IN EXTERIOR RESTORATION AS WELL AS WATERPROOFING, SEALANTS, COATINGS, CERTIFIED TREMCO FIRE STOP INSTALLER AND COVERING OF ALL DIVISION (7) WORK INCLUDING ALL SPRAY APPLICATIONS AND CHEMICAL GROUT INJECTIONS FOR STATE AGENCIES, BUILDING OWNERS AND MANAGEMENT FIRMS.",,,YONKERS CONTRACTING,163,100,08-01-2014,FIRE STOP AND WATERPROOFING,NYC MTA,0,100,12-01-2014,ROOF REPLACEMENT,GRIFFON AND ASSOC,68000,100,09-10-2015,FIRE STOP AND WATERPROOFING,,0,,,
R & H Cleaners,Soojeong Choi,MBE,6/29/2020,ASIAN,616 Melrose Avenue,,Bronx,Bronx,NY,10455,616 Melrose Avenue,,Bronx,New York,10455,,9/17/2007,,,Our plant provide Dry Cleaning/Laundry services for individuals and stores (without machines).,,,John Ducksworth,195.75,6,07-05-2014,The customer dropped off 44 pieces of clothes for cleaning.  He picked all his clothes up and was satisfied.,Angela Marcano,46,2,9/17/2014,The customer wants dry cleaning and press about her clothes.  She's satisfied with the cleaning and press quality.,Ravel Diaz,39.41,1,9/15/2014,"This customer dropped off 8 pieces of clothes for cleaning, press and tailor.  She's satisfied with the job.",John Ducksworth,127.25,,,
